tijdstip;temperatuur;PAR;zonlicht;RV;neerslag
1/08/2018 3:30;18.07;2.84;555.61;68.54;0
1/08/2018 3:32;17.99;2.84;561.79;68.87;0
1/08/2018 3:34;17.89;2.85;564.56;69.24;0
1/08/2018 3:36;17.77;2.86;555.33;69.73;0
1/08/2018 3:38;17.67;2.9;554.86;70.14;0
1/08/2018 3:40;17.57;2.86;546.91;70.39;0
1/08/2018 3:42;17.42;2.85;539.9;71.05;0
1/08/2018 3:44;17.33;2.83;539.57;71.52;0
1/08/2018 3:46;17.26;2.87;540.08;71.76;0
1/08/2018 3:48;17.17;2.82;545.59;72.14;0
1/08/2018 3:50;17.09;2.86;524.46;72.59;0
1/08/2018 3:52;17.04;2.86;526.84;72.85;0
1/08/2018 3:54;16.99;2.85;525.11;72.97;0
1/08/2018 3:56;16.96;2.84;522.49;73.23;0
1/08/2018 3:58;16.96;2.87;520.63;73.36;0
1/08/2018 4:00;16.96;2.9;523.92;73.44;0
1/08/2018 4:02;16.91;2.9;504.92;73.63;0
1/08/2018 4:04;16.88;2.89;508.2;73.73;0
1/08/2018 4:06;16.84;2.88;498.74;73.95;0
1/08/2018 4:08;16.81;2.84;506.8;74.21;0
1/08/2018 4:10;16.79;2.89;504.93;74.36;0
1/08/2018 4:12;16.76;2.89;511.65;74.58;0
1/08/2018 4:14;16.75;2.92;492.25;74.71;0
1/08/2018 4:16;16.74;2.91;495.25;74.68;0
1/08/2018 4:18;16.7;2.91;487.89;74.82;0
1/08/2018 4:20;16.69;2.9;491.83;74.93;0
1/08/2018 4:22;16.69;2.93;477.83;74.8;0
1/08/2018 4:24;16.65;2.93;502.96;74.87;0
1/08/2018 4:26;16.6;2.93;480.65;75.24;0
1/08/2018 4:28;16.54;2.94;482.47;76.06;0
1/08/2018 4:30;16.48;2.9;481.99;76.57;0
1/08/2018 4:32;16.46;2.92;460;76.82;0
1/08/2018 4:34;16.51;2.95;469.5;76.71;0
1/08/2018 4:36;16.57;2.93;467.67;76.57;0
1/08/2018 4:38;16.57;2.93;459.94;76.58;0
1/08/2018 4:40;16.58;2.95;482.35;76.85;0
1/08/2018 4:42;16.53;2.92;473.55;76.68;0
1/08/2018 4:44;16.46;2.94;459.73;76.86;0
1/08/2018 4:46;16.37;2.91;455;77.09;0
1/08/2018 4:48;16.29;2.93;454.03;77.51;0
1/08/2018 4:50;16.19;2.95;455.57;78.03;0
1/08/2018 4:52;16.19;2.91;446.09;78.37;0
1/08/2018 4:54;16.22;2.96;455.27;78.1;0
1/08/2018 4:56;16.16;2.93;451.7;78.23;0
1/08/2018 4:58;16.03;2.94;445.01;78.92;0
1/08/2018 5:00;15.83;2.93;454.69;79.05;0
1/08/2018 5:02;15.69;2.93;444.98;80.19;0
1/08/2018 5:04;15.61;2.93;438.97;81.17;0
1/08/2018 5:06;15.6;2.96;450.19;81.26;0
1/08/2018 5:08;15.6;2.98;424.03;81.41;0
1/08/2018 5:10;15.69;2.96;440.27;81.17;0
1/08/2018 5:12;15.82;2.94;435.95;80.57;0
1/08/2018 5:14;15.86;2.98;438.21;79.82;0
1/08/2018 5:16;15.84;2.96;429.45;79.9;0
1/08/2018 5:18;15.85;2.99;417.78;79.97;0
1/08/2018 5:20;15.9;2.99;415.09;79.93;0
1/08/2018 5:22;15.91;3.01;430.94;79.95;0
1/08/2018 5:24;15.9;2.97;419.23;79.99;0
1/08/2018 5:26;15.89;3.03;416.94;79.92;0
1/08/2018 5:28;15.89;3.03;403.28;79.97;0
1/08/2018 5:30;15.89;3.09;417.34;79.96;0
1/08/2018 5:32;15.83;3.12;412.52;80.2;0
1/08/2018 5:34;15.86;3.15;410.46;80.07;0
1/08/2018 5:36;15.83;3.27;412.65;79.94;0
1/08/2018 5:38;15.74;3.41;411.33;80.45;0
1/08/2018 5:40;15.68;3.56;400.59;80.74;0
1/08/2018 5:42;15.62;3.79;400.99;81.04;0
1/08/2018 5:44;15.56;4.03;418.52;81.25;0
1/08/2018 5:46;15.49;4.38;412.8;81.64;0
1/08/2018 5:48;15.49;4.79;390.8;81.83;0
1/08/2018 5:50;15.5;5.37;408.8;81.84;0
1/08/2018 5:52;15.53;6.07;393.43;81.77;0
1/08/2018 5:54;15.54;7.06;393.29;81.66;0
1/08/2018 5:56;15.5;8.58;386.93;81.87;0
1/08/2018 5:58;15.48;10.29;385.57;81.96;0
1/08/2018 6:00;15.45;12.16;400.81;82.09;0
1/08/2018 6:02;15.45;14.09;380.31;82.12;0
1/08/2018 6:04;15.49;15.96;383.34;81.87;0
1/08/2018 6:06;15.51;17.79;381.08;81.85;0
1/08/2018 6:08;15.55;19.62;382.25;81.86;0
1/08/2018 6:10;15.56;21.46;369.37;81.6;0
1/08/2018 6:12;15.61;23.32;371.88;81.33;0
1/08/2018 6:14;15.66;25.25;376.92;81.07;0
1/08/2018 6:16;15.71;27.61;381.16;80.76;0
1/08/2018 6:18;15.73;30.55;392.95;80.56;0
1/08/2018 6:20;15.72;34.14;371.9;80.64;0
1/08/2018 6:22;15.73;38.27;390.06;80.71;0
1/08/2018 6:24;15.72;42.93;380.2;80.49;0
1/08/2018 6:26;15.72;47.96;389.79;80.53;0
1/08/2018 6:28;15.75;52.94;393.14;80.37;0
1/08/2018 6:30;15.73;57.59;394.05;80.01;0
1/08/2018 6:32;15.65;61.85;392.25;80.18;0
1/08/2018 6:34;15.63;66.1;390.46;80.44;0
1/08/2018 6:36;15.65;71.05;384.31;80.7;0
1/08/2018 6:38;15.73;76.62;380.28;80.68;0
1/08/2018 6:40;15.89;82.06;406.65;79.71;0
1/08/2018 6:42;16.06;87.46;403.83;78.75;0
1/08/2018 6:44;16.22;92.18;404.92;78.2;0
1/08/2018 6:46;16.34;95.4;402;77.68;0
1/08/2018 6:48;16.44;97.39;411.35;77.4;0
1/08/2018 6:50;16.53;94.68;419.8;77.13;0
1/08/2018 6:52;16.61;102.79;409.47;76.73;0
1/08/2018 6:54;16.66;93.74;429.48;76.31;0
1/08/2018 6:56;16.66;102.99;416.86;76.35;0
1/08/2018 6:58;16.66;107.66;437.75;76.21;0
1/08/2018 7:00;16.64;122.16;479.53;76.2;0
1/08/2018 7:02;16.62;148.13;445.95;76.47;0
1/08/2018 7:04;16.71;171.97;454.83;76.4;0
1/08/2018 7:06;16.84;188.37;467.44;75.99;0
1/08/2018 7:08;17.02;194.57;458.03;75.58;0
1/08/2018 7:10;17.16;197.95;463.75;75.28;0
1/08/2018 7:12;17.37;192.03;472.35;74.45;0
1/08/2018 7:14;17.66;186.27;478.32;73.04;0
1/08/2018 7:16;17.86;192.85;494.9;72.33;0
1/08/2018 7:18;18.01;224.55;498.24;71.87;0
1/08/2018 7:20;18.2;235.68;503.61;71.42;0
1/08/2018 7:22;18.39;237.41;508.33;70.55;0
1/08/2018 7:24;18.54;234.98;531.07;70.11;0
1/08/2018 7:26;18.66;235.13;528.49;70.04;0
1/08/2018 7:28;18.77;252.38;555.05;69.58;0
1/08/2018 7:30;18.89;220.21;560.02;68.76;0
1/08/2018 7:32;18.88;205.01;577.92;67.8;0
1/08/2018 7:34;18.55;269.15;589.76;68.51;0
1/08/2018 7:36;18.33;359.18;593.97;69.56;0
1/08/2018 7:38;18.48;385.7;613.29;69.18;0
1/08/2018 7:40;18.74;404.45;606.58;68.77;0
1/08/2018 7:42;18.86;420.85;616.96;68.57;0
1/08/2018 7:44;18.92;394.72;625.41;68.61;0
1/08/2018 7:46;19.02;389.89;626.89;68.43;0
1/08/2018 7:48;19.21;442.3;640.24;67.67;0
1/08/2018 7:50;19.38;447.06;648.59;66.84;0
1/08/2018 7:52;19.56;392.87;648.43;66.61;0
1/08/2018 7:54;19.78;373.52;666.06;66.07;0
1/08/2018 7:56;19.87;325.67;691.54;65.91;0
1/08/2018 7:58;19.6;323.82;704.64;67.26;0
1/08/2018 8:00;19.51;337.14;720.54;67.92;0
1/08/2018 8:02;19.52;345.17;732.75;68.07;0
1/08/2018 8:04;19.64;332.85;744.66;67.43;0
1/08/2018 8:06;19.77;334;741.62;67.02;0
1/08/2018 8:08;19.79;326.57;756.69;67.23;0
1/08/2018 8:10;19.82;338.57;755.15;66.91;0
1/08/2018 8:12;19.83;341.9;762.44;67;0
1/08/2018 8:14;19.94;323.28;771.35;66.96;0
1/08/2018 8:16;20.07;342.1;770.79;66.49;0
1/08/2018 8:18;20.22;333.43;779.98;65.84;0
1/08/2018 8:20;20.35;333.1;776.69;65.51;0
1/08/2018 8:22;20.37;344.65;789.56;65.27;0
1/08/2018 8:24;20.29;394.49;794.62;65.77;0
1/08/2018 8:26;20.24;453.61;801.61;65.38;0
1/08/2018 8:28;20.24;459.27;797.4;65.61;0
1/08/2018 8:30;20.25;454.25;813.99;65.53;0
1/08/2018 8:32;20.38;450.2;822.66;64.1;0
1/08/2018 8:34;20.49;528.34;817.47;63.1;0
1/08/2018 8:36;20.61;464.18;816.7;61.5;0
1/08/2018 8:38;20.68;502.22;829.79;60.3;0
1/08/2018 8:40;20.77;524.93;821.47;60.79;0
1/08/2018 8:42;20.95;587.43;820.2;61.29;0
1/08/2018 8:44;21.14;620.1;826.89;59.96;0
1/08/2018 8:46;21.29;647.3;817.63;58.69;0
1/08/2018 8:48;21.36;602.23;813.5;58.68;0
1/08/2018 8:50;21.38;525.98;822.28;58.08;0
1/08/2018 8:52;21.54;555.21;820.91;57.8;0
1/08/2018 8:54;21.65;445.32;830.46;56.88;0
1/08/2018 8:56;21.57;478.37;831.41;57.08;0
1/08/2018 8:58;21.5;449.37;849.84;56.82;0
1/08/2018 9:00;21.39;491.94;853.31;57.18;0
1/08/2018 9:02;21.37;553.26;870.06;57.06;0
1/08/2018 9:04;21.39;551.18;879.95;58.1;0
1/08/2018 9:06;21.42;564.53;892.81;62.8;0
1/08/2018 9:08;21.4;583.77;896;63.08;0
1/08/2018 9:10;21.37;638.48;892;62.79;0
1/08/2018 9:12;21.41;651.15;895.82;61.84;0
1/08/2018 9:14;21.49;580.84;901.82;61.28;0
1/08/2018 9:16;21.53;595.31;904.07;61.4;0
1/08/2018 9:18;21.68;708.52;901.47;60.09;0
1/08/2018 9:20;21.84;640.75;892.41;58.31;0
1/08/2018 9:22;21.8;583.22;896.05;57.89;0
1/08/2018 9:24;21.76;571.2;906.6;57.74;0
1/08/2018 9:26;21.66;764.49;920.15;57.03;0
1/08/2018 9:28;21.61;869.08;912.25;56.37;0
1/08/2018 9:30;21.78;763.05;912.7;56.51;0
1/08/2018 9:32;21.96;646.07;919.36;56.64;0
1/08/2018 9:34;22.03;813.13;923.36;56.07;0
1/08/2018 9:36;22.32;898.39;914.56;55.14;0
1/08/2018 9:38;22.49;834.29;913.82;53.1;0
1/08/2018 9:40;22.45;787.47;918.34;53.99;0
1/08/2018 9:42;22.44;924.08;927.2;53.81;0
1/08/2018 9:44;22.32;902.8;931.49;54.07;0
1/08/2018 9:46;22.31;820.25;939.06;53.16;0
1/08/2018 9:48;22.23;773.12;946.32;52.59;0
1/08/2018 9:50;22.2;739.88;958.31;53.07;0
1/08/2018 9:52;22.25;675.46;961.06;53.63;0
1/08/2018 9:54;22.28;514.31;965.27;53.17;0
1/08/2018 9:56;22.26;588.97;986.01;53.56;0
1/08/2018 9:58;22.23;752.8;989.21;53.17;0
1/08/2018 10:00;22.46;997.77;981.49;52.29;0
1/08/2018 10:02;22.89;1104.06;962;51.62;0
1/08/2018 10:04;23.28;1017.32;957.45;50.44;0
1/08/2018 10:06;23.25;1044.06;952.12;49.76;0
1/08/2018 10:08;23.2;952.25;965.18;49.75;0
1/08/2018 10:10;23.14;973.34;981.18;49.65;0
1/08/2018 10:12;23.26;1138.75;970.02;48.81;0
1/08/2018 10:14;23.23;1198.35;979.35;49.76;0
1/08/2018 10:16;23.1;1212.81;979.36;48;0
1/08/2018 10:18;23.01;1213.61;979.52;46.41;0
1/08/2018 10:20;23.2;1206.94;983.4;46.34;0
1/08/2018 10:22;23.45;1243.25;990.78;45.68;0
1/08/2018 10:24;23.34;1257.06;987.48;46.84;0
1/08/2018 10:26;23.67;1276.86;985.03;44.79;0
1/08/2018 10:28;23.88;1287.46;990.22;44.57;0
1/08/2018 10:30;23.94;1284.84;992.87;44.51;0
1/08/2018 10:32;23.87;1264.4;997.84;44.53;0
1/08/2018 10:34;24.09;1020.99;1010.63;42.11;0
1/08/2018 10:36;23.93;1244.53;1027.23;43.09;0
1/08/2018 10:38;23.83;1082.62;1031.98;44.42;0
1/08/2018 10:40;23.73;1237.83;1042.35;43.98;0
1/08/2018 10:42;23.65;1226.38;1040.93;43.99;0
1/08/2018 10:44;23.95;1147.27;1040.18;43.02;0
1/08/2018 10:46;24.35;1058.4;1034.88;42.2;0
1/08/2018 10:48;24.11;1155.21;1041.87;42.46;0
1/08/2018 10:50;23.93;1307.72;1045.73;42.72;0
1/08/2018 10:52;24.02;1281.29;1059.81;42;0
1/08/2018 10:54;24.19;1134.46;1040.62;41.86;0
1/08/2018 10:56;24.63;941.43;1038.05;41.07;0
1/08/2018 10:58;24.73;1371.53;1053.23;40.56;0
1/08/2018 11:00;24.46;1244.8;1053.32;41.01;0
1/08/2018 11:02;24.72;951.89;1056.89;40.37;0
1/08/2018 11:08;24.83;982.29;1091.11;41.63;0
1/08/2018 11:10;24.89;1276.53;1086.75;41.53;0
1/08/2018 11:12;25.1;1348.36;1078.67;41.29;0
1/08/2018 11:14;25.45;1235.51;1072.77;40.7;0
1/08/2018 11:16;25.14;1001.86;1085.03;40.67;0
1/08/2018 11:18;24.95;1244.34;1098.71;40;0
1/08/2018 11:20;24.57;1375;1097.58;41.11;0
1/08/2018 11:22;24.62;1310.99;1102.32;41.15;0
1/08/2018 11:24;24.69;1416.71;1097.57;41.32;0
1/08/2018 11:26;24.8;1265.25;1099.56;41.11;0
1/08/2018 11:28;24.91;1235.27;1098.78;40.81;0
1/08/2018 11:30;25.09;1380.07;1098.3;40.43;0
1/08/2018 11:32;25.16;1432.63;1103.85;40.13;0
1/08/2018 11:34;25.1;1342.42;1116.77;40.15;0
1/08/2018 11:36;25.02;1547.77;1120.4;40.01;0
1/08/2018 11:38;25.1;1443.13;1118.17;39.76;0
1/08/2018 11:40;25.32;1448.32;1125.08;38.95;0
1/08/2018 11:42;25.17;1456.95;1127.53;38.64;0
1/08/2018 11:44;25.46;1546.29;1118.99;37.83;0
1/08/2018 11:46;25.45;1597.95;1130.97;38.25;0
1/08/2018 11:48;25.36;1655.34;1136.35;38.54;0
1/08/2018 11:50;25.24;1639.08;1146.48;38.58;0
1/08/2018 11:52;25.15;1508.91;1151.87;38.1;0
1/08/2018 11:54;25.15;1471.17;1148.57;38.5;0
1/08/2018 11:56;25.37;1464.01;1142.24;38.17;0
1/08/2018 11:58;25.77;1411.89;1145.12;37.05;0
1/08/2018 12:00;25.93;1332.24;1141.29;37.07;0
1/08/2018 12:02;25.97;1437.5;1154.2;37.04;0
1/08/2018 12:04;25.59;1481.05;1163.85;37.9;0
1/08/2018 12:06;25.72;1484.37;1156.7;37.53;0
1/08/2018 12:08;25.41;1408.56;1168.43;38.01;0
1/08/2018 12:10;25.37;1530.91;1172.52;38.42;0
1/08/2018 12:12;25.81;1500;1167.62;37.61;0
1/08/2018 12:14;26.17;1518.01;1167.9;36.93;0
1/08/2018 12:16;26.3;1455.93;1171.24;36.44;0
1/08/2018 12:18;26.12;1373.73;1172.26;37.22;0
1/08/2018 12:20;26.55;1410.8;1170.4;36.51;0
1/08/2018 12:22;26.67;1339.08;1172.05;36.98;0
1/08/2018 12:24;26.34;1596.51;1185.46;37.82;0
1/08/2018 12:26;25.91;1735.56;1193.48;38.28;0
1/08/2018 12:28;25.95;1717.27;1190.41;38.38;0
1/08/2018 12:30;26.24;1653.88;1192.84;39.12;0
1/08/2018 12:32;25.72;1757.1;1198.72;40.27;0
1/08/2018 12:34;25.8;1714.48;1200.24;40.46;0
1/08/2018 12:36;26.07;1736.01;1194.53;39.25;0
1/08/2018 12:38;26.16;1667.2;1183.18;39.56;0
1/08/2018 12:40;26.56;1758.46;1179.51;38.55;0
1/08/2018 12:42;26.43;1797.49;1189.53;38.99;0
1/08/2018 12:44;26.36;1810.92;1191.22;38.87;0
1/08/2018 12:46;25.92;1764.03;1211.1;39.5;0
1/08/2018 12:48;25.66;1725.25;1206.32;40.13;0
1/08/2018 12:50;26.19;1306.36;1201.99;39.26;0
1/08/2018 12:52;26.88;1347.14;1201.15;38.2;0
1/08/2018 12:54;27.36;1451.63;1191.28;37.3;0
1/08/2018 12:56;26.95;1232.95;1205.36;37.79;0
1/08/2018 12:58;26.15;1657.33;1221.91;39.06;0
1/08/2018 13:00;26.18;1758.75;1214.31;39.31;0
1/08/2018 13:02;26.37;1820.06;1218.39;39.05;0
1/08/2018 13:04;26.42;1784.73;1220.49;39.16;0
1/08/2018 13:06;26.62;1799.02;1222.45;38.23;0
1/08/2018 13:08;26.53;1497.25;1213.38;38.57;0
1/08/2018 13:10;26.54;1538.21;1211.14;38.41;0
1/08/2018 13:12;26.86;1516;1200.22;37.63;0
1/08/2018 13:14;27.2;1761.87;1204.61;37;0
1/08/2018 13:16;26.9;1944.67;1196.37;37.5;0
1/08/2018 13:18;26.72;1856.68;1208.72;37.87;0
1/08/2018 13:20;26.9;1633.32;1203.24;37.89;0
1/08/2018 13:22;27.09;1830.71;1208.65;36.86;0
1/08/2018 13:24;27.51;1863.03;1209.37;36.29;0
1/08/2018 13:26;27.77;1808.45;1208.75;35.83;0
1/08/2018 13:28;27.29;1767.54;1219.67;36.75;0
1/08/2018 13:30;27.08;1757.47;1228.21;37.29;0
1/08/2018 13:32;27.02;1743.52;1228.72;37.51;0
1/08/2018 13:34;27.54;1774.67;1228.18;36.56;0
1/08/2018 13:36;27.36;1814.58;1237.28;37.09;0
1/08/2018 13:38;27.07;1785.38;1254.14;37.62;0
1/08/2018 13:40;26.71;1781.17;1273;38.35;0
1/08/2018 13:42;26.38;1810.93;1283.88;39.11;0
1/08/2018 13:44;26.37;1884.82;1270.05;39.18;0
1/08/2018 13:46;26.54;1862.84;1262.6;38.95;0
1/08/2018 13:48;26.84;1788.85;1262.33;38.29;0
1/08/2018 13:50;27.19;1856.77;1249.16;37.82;0
1/08/2018 13:52;27.53;1864.11;1245.43;36.87;0
1/08/2018 13:54;27.75;1779.8;1245.25;36.33;0
1/08/2018 13:56;27.96;1628.09;1248.32;36.11;0
1/08/2018 13:58;28.34;1531.6;1244.28;35.66;0
1/08/2018 14:00;29;1568.87;1239.81;34.4;0
1/08/2018 14:02;29.06;1683.12;1242.89;34.75;0
1/08/2018 14:04;28.95;1592.4;1238.88;34.86;0
1/08/2018 14:06;28.64;1411.45;1249.03;35.33;0
1/08/2018 14:08;28.37;1087.53;1255.38;36.03;0
1/08/2018 14:10;28.06;1043.33;1259.68;36.71;0
1/08/2018 14:12;27.89;933.41;1270.55;36.98;0
1/08/2018 14:14;27.7;846.11;1269.72;37.13;0
1/08/2018 14:16;27.47;1800.46;1276.25;37.63;0
1/08/2018 14:18;27.91;1967.17;1268.53;37.06;0
1/08/2018 14:20;28.4;1951.01;1258.74;35.81;0
1/08/2018 14:22;28.56;1918.41;1254.15;35.44;0
1/08/2018 14:24;28.62;1876.98;1260.1;35.18;0
1/08/2018 14:26;28.51;1912.41;1258.6;35.18;0
1/08/2018 14:28;28.42;1897.54;1258.09;35.42;0
1/08/2018 14:30;28.31;1789.55;1275.57;35.75;0
1/08/2018 14:32;28.37;1758.1;1270.76;35.62;0
1/08/2018 14:34;28.11;1843.65;1277.66;36.49;0
1/08/2018 14:36;28.01;1836.56;1291.14;36.34;0
1/08/2018 14:38;27.62;1967.12;1297.62;37.26;0
1/08/2018 14:40;28.02;1950.54;1295.49;36.74;0
1/08/2018 14:42;28.23;1870.66;1305.33;35.91;0
1/08/2018 14:44;27.94;1835.34;1298.01;36.66;0
1/08/2018 14:46;28.03;647.8;1300.02;36.32;0
1/08/2018 14:48;27.32;799.91;1323.66;37.64;0
1/08/2018 14:50;27.13;1076.11;1320.4;38.14;0
1/08/2018 14:52;27.37;1065.79;1312.78;37.93;0
1/08/2018 14:54;27.42;480.2;1326.29;37.98;0
1/08/2018 14:56;27.17;525.77;1321.69;38.43;0
1/08/2018 14:58;27.34;1096.69;1316.24;38.09;0
1/08/2018 15:00;27.71;983.66;1314.21;37.29;0
1/08/2018 15:02;27.86;633.84;1302.33;36.97;0
1/08/2018 15:04;27.78;1053.71;1291.77;37.25;0
1/08/2018 15:06;27.96;1636.86;1291.95;36.92;0
1/08/2018 15:08;28.09;1717.15;1271.2;36.5;0
1/08/2018 15:10;28.44;1703.94;1259.84;35.84;0
1/08/2018 15:12;28.99;1651.4;1255.54;34.64;0
1/08/2018 15:14;29.35;1582.36;1254.82;33.89;0
1/08/2018 15:16;29.47;1557.28;1242.87;33.77;0
1/08/2018 15:18;29.64;1627.97;1246.61;33.26;0
1/08/2018 15:20;29.79;1569.57;1252.95;33.17;0
1/08/2018 15:22;29.75;1416.51;1249.44;33.31;0
1/08/2018 15:24;29.09;1576.4;1253.04;33.96;0
1/08/2018 15:26;29.03;1493.17;1259.15;34.52;0
1/08/2018 15:28;28.7;1416.27;1260.34;35.08;0
1/08/2018 15:30;28.63;1254.79;1270.79;35.45;0
1/08/2018 15:32;28.83;1298.5;1259.64;35.18;0
1/08/2018 15:34;29.06;1221.91;1267.29;34.61;0
1/08/2018 15:36;29.02;1556.53;1266.77;34.73;0
1/08/2018 15:38;29.43;1316.58;1268.54;34.05;0
1/08/2018 15:40;29.73;576.87;1261.67;33.28;0
1/08/2018 15:42;29.59;483.16;1269.28;33.43;0
1/08/2018 15:44;29.22;478.3;1275.9;33.94;0
